Date & Time,Product ID,Flow Type,Quantity
15-03-2025 00:00,35576,Outgoing,500
15-03-2025 00:00,35584,Outgoing,1500
15-03-2025 00:00,35580,Outgoing,300
15-03-2025 00:00,35593,Outgoing,300
15-03-2025 00:00,32086,Outgoing,12
15-03-2025 00:00,32086,Outgoing,78
15-03-2025 00:00,32087,Outgoing,60
15-03-2025 00:00,32088,Outgoing,21
15-03-2025 00:00,32088,Outgoing,99
15-03-2025 00:00,38744,Outgoing,300
15-03-2025 00:00,36658,Outgoing,180
15-03-2025 00:00,31725,Outgoing,1500
15-03-2025 00:00,31724,Outgoing,1000
15-03-2025 00:00,35586,Outgoing,300
15-03-2025 00:00,35585,Outgoing,500
15-03-2025 00:00,34018,Outgoing,100
15-03-2025 00:00,34018,Outgoing,200
15-03-2025 00:00,31565,Outgoing,1000
15-03-2025 00:00,31994,Outgoing,500
15-03-2025 00:00,31995,Outgoing,300
15-03-2025 00:00,31995,Outgoing,200
15-03-2025 00:00,31732,Outgoing,1000
15-03-2025 00:00,32082,Outgoing,60
15-03-2025 00:00,32080,Outgoing,30
15-03-2025 00:00,32081,Outgoing,30
15-03-2025 00:00,38907,Outgoing,180
15-03-2025 00:00,31848,Outgoing,60
15-03-2025 00:00,31866,Outgoing,60
15-03-2025 00:00,31493,Outgoing,240
15-03-2025 00:00,31499,Outgoing,80
15-03-2025 00:00,34408,Outgoing,50
15-03-2025 00:00,39030,Outgoing,240
15-03-2025 00:00,31388,Outgoing,60
15-03-2025 00:00,31398,Outgoing,30
15-03-2025 00:00,31740,Outgoing,160
15-03-2025 00:00,31737,Outgoing,200
15-03-2025 00:00,31723,Outgoing,1000
15-03-2025 00:00,31732,Outgoing,600
15-03-2025 00:00,31531,Outgoing,300
15-03-2025 00:00,31528,Outgoing,300
15-03-2025 00:00,31517,Outgoing,120
15-03-2025 00:00,31517,Outgoing,30
15-03-2025 00:00,32089,Outgoing,15
15-03-2025 00:00,32088,Outgoing,33
15-03-2025 00:00,32088,Outgoing,27
15-03-2025 00:00,32086,Outgoing,60
15-03-2025 00:00,32085,Outgoing,60
15-03-2025 00:00,32077,Outgoing,210
15-03-2025 00:00,32079,Outgoing,18
15-03-2025 00:00,32080,Outgoing,18
15-03-2025 00:00,32081,Outgoing,6
15-03-2025 00:00,32078,Outgoing,6
15-03-2025 00:00,31554,Outgoing,3000
15-03-2025 00:00,31565,Outgoing,500
15-03-2025 00:00,31556,Outgoing,100
15-03-2025 00:00,31567,Outgoing,50
15-03-2025 00:00,31584,Outgoing,1000
15-03-2025 00:00,31587,Outgoing,500
15-03-2025 00:00,31595,Outgoing,100
15-03-2025 00:00,31730,Outgoing,120
15-03-2025 00:00,31733,Outgoing,30
15-03-2025 00:00,38718,Outgoing,250
15-03-2025 00:00,31993,Outgoing,500
15-03-2025 00:00,31994,Outgoing,300
15-03-2025 00:00,31995,Outgoing,100
15-03-2025 00:00,31985,Outgoing,160
15-03-2025 00:00,31779,Outgoing,270
15-03-2025 00:00,31778,Outgoing,50
15-03-2025 00:00,31777,Outgoing,20
15-03-2025 00:00,31763,Outgoing,520
15-03-2025 00:00,31342,Outgoing,96
15-03-2025 00:00,31343,Outgoing,24
15-03-2025 00:00,31343,Outgoing,48
15-03-2025 00:00,31858,Outgoing,60
15-03-2025 00:00,31860,Outgoing,60
15-03-2025 00:00,31485,Outgoing,80
15-03-2025 00:00,31767,Outgoing,150
15-03-2025 00:00,31770,Outgoing,60
15-03-2025 00:00,31766,Outgoing,320
15-03-2025 00:00,31760,Outgoing,56
15-03-2025 00:00,31769,Outgoing,112
15-03-2025 00:00,31732,Outgoing,1200
15-03-2025 00:00,31723,Outgoing,2600
15-03-2025 00:00,31569,Outgoing,300
15-03-2025 00:00,31565,Outgoing,500
15-03-2025 00:00,31796,Outgoing,60
15-03-2025 00:00,31886,Outgoing,60
15-03-2025 00:00,31848,Outgoing,60
15-03-2025 00:00,31932,Outgoing,60
